"ABILITA_FEEDBACK__C","ALBERO__C","CONSIDERARE__C","CREATEDBYID","CREATEDDATE","DATA_ORA_FINE_ANALISI__C","DATA_ORA_FINE__C","DATA_ORA_INIZIO_ANALISI__C","DATA_ORA_INIZIO__C","DATA_ORA_NOTIFICA__C","DATA_ORA_ULTIMA_NOTIFICA__C","DESCRIZIONE_EN__C","DESCRIZIONE_IT__C","DOMANDA_EN__C","DOMANDA_IT__C","DOMANDA_NON_VISIBILE__C","DOMANDA_PADRE__C","ETICHETTA_EN__C","ETICHETTA_IT__C","ETICHETTA_RAGGRUPPAMENTO_GENITORE__C","ETICHETTA_RAGGRUPPAMENTO__C","FREQUENZA__C","GRUPPO_RAGGRUPPAMENTO__C","ID","INDICE__C","INSIEME_OPZIONI_DOMANDA__C","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","NOTIFICA_RISULTATO__C","OBBLIGATORIA_PER_RISULTATI__C","OBBLIGATORIA__C","ORDINE_RISULTATI_DEALER_RAGGRUPPAMENTO__C","ORDINE__C","OWNERID","PAGINA__C","PARTECIPAZIONE_EVENTO__C","PARTECIPAZIONE_WORKSHOP__C","PRIORITA__C","QUESTIONARIO__C","RAGG_VISUALIZZABILE_DA_DEALER_IN__C","RAGG_VISUALIZZABILE_DA_MANAGER_IN__C","RAGGRUPPAMENTO__C","RANGE_VALUTAZIONE__C","RISULTATO_NON_VISIBILE__C","SEZIONE__C","SUGGERIMENTO__C","SYSTEMMODSTAMP","TESTO_EN__C","TESTO_IT__C","TIPOLOGIA__C","URL_COVER__C","VISIBILE__C","WORKSHOP__C"
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-01T07:00:00.000Z","2020-02-25T07:00:00.000Z","2020-02-25T07:00:00.000Z","","","","","Quanta fiducia riponi verso il management TMI e le scelte strategiche per il futuro del brand?","false","","","Fiducia in TMI","","Fiducia nel Management TMI","Mens.","Lexus","a0X0E000003dIMwUAM","","a4m0E000000DaLoQAK","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000068","2019-10-31T21:00:00.000Z","","false","11.0","11.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Insight","a4r0E000000DGmqQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-01T07:00:00.000Z","2020-02-12T07:00:00.000Z","2020-02-12T07:00:00.000Z","","","","","Ritieni coerenti gli obiettivi di vendita del mese rispetto al tuo potenziale?","false","","","Obiettivi S: coerenza","","Obiettivi di vendita","Mens.","Lexus","a0X0E000003dIMxUAM","","a4m0E000000DaDLQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000069","2019-10-31T21:00:00.000Z","","false","12.0","12.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmrQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-01T07:00:00.000Z","2020-02-12T07:00:00.000Z","2020-02-12T07:00:00.000Z","","","","","Ritieni coerenti gli obiettivi ricambi del mese rispetto al tuo potenziale?","false","","","Obiettivi A/S: coerenza","","Obiettivi post-vendita","Mens.","Lexus","a0X0E000003dIMyUAM","","a4m0E000000DaDJQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000070","2019-10-31T21:00:00.000Z","","false","13.0","13.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmsQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-01T07:00:00.000Z","2020-02-15T07:00:00.000Z","2020-02-15T07:00:00.000Z","","","","","La strategia di marketing del marchio sul nuovo di questo periodo è efficace?","false","","","Campagne marketing: efficacia","","Comunicazione vendita","Mens.","Lexus","a0X0E000003dIMzUAM","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000071","2019-10-31T21:00:00.000Z","","false","14.0","14.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmtQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-01T07:00:00.000Z","2020-02-15T07:00:00.000Z","2020-02-15T07:00:00.000Z","","","","","Le iniziative di marketing del marchio nel post-vendita di questo periodo sono efficaci?","false","","","Campagne post-vendita: efficacia","","Campagne Marketing Post-Vendita","Mens.","Lexus","a0X0E000003dIN0UAM","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000072","2019-10-31T21:00:00.000Z","","false","15.0","15.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmuQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-01T07:00:00.000Z","2020-02-15T07:00:00.000Z","2020-02-15T07:00:00.000Z","","","","","Le campagne finanziarie del marchio di questo periodo sono efficaci?","false","","","Campagne TFS: efficacia","","Campagne TFS","Mens.","Lexus","a0X0E000003dIN1UAM","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000073","2019-10-31T21:00:00.000Z","","false","16.0","16.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmvQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-01T07:00:00.000Z","2020-02-15T07:00:00.000Z","2020-02-15T07:00:00.000Z","","","","","L'offerta assicurativa del marchio di questo periodo è efficace?","false","","","Campagne TIM: efficacia","","Campagne TIM","Mens.","Lexus","a0X0E000003dIN2UAM","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000074","2019-10-31T21:00:00.000Z","","false","17.0","17.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmwQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-01T07:00:00.000Z","2020-02-18T07:00:00.000Z","2020-02-18T07:00:00.000Z","","","","","Come valuti il rapporto con l'area manager vendite del marchio?","false","","","ZM Sales: rapporto","","ZM Vendite","Mens.","Lexus","a0X0E000003dIN3UAM","","a4m0E000000DaLuQAK","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000075","","","false","18.0","18.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Business Insight","a4r0E000000DGmxQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-16T07:00:00.000Z","2020-02-20T07:00:00.000Z","2020-02-20T07:00:00.000Z","","","","","Quanto ti senti allineato verso le strategie del marchio?","false","","","Allineamento vs TMI","Motivazione Dealer","Ingaggio vs TMI","15 gg","Lexus","a0X0E000003dIN7UAM","","a4m0E000000DaDFQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000079","2019-10-31T21:00:00.000Z","","true","3.0","3.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmiQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-01T07:00:00.000Z","2020-02-18T07:00:00.000Z","2020-02-18T07:00:00.000Z","","","","","Come valuti il rapporto con l'area manager post-vendita del marchio?","false","","","ZM A/S: rapporto","","ZM Post-Vendita","Mens.","Lexus","a0X0E000003dIN4UAM","","a4m0E000000DaLuQAK","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000076","","","false","19.0","19.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Business Insight","a4r0E000000DGmyQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-16T07:00:00.000Z","2020-02-20T07:00:00.000Z","2020-02-20T07:00:00.000Z","","","","","Quanto ti senti appagato dal tuo lavoro di questo periodo?","false","","","Gratificazione lavorativa","Motivazione Dealer","Gratificazione lavorativa","15 gg","Lexus","a0X0E000003dIN5UAM","","a4m0E000000DaDFQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000077","2019-10-31T21:00:00.000Z","","true","2.0","1.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmhQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-16T07:00:00.000Z","2020-02-20T07:00:00.000Z","2020-02-20T07:00:00.000Z","","","","","Il tuo team è pronto ad affrontare le sfide di questo periodo?","false","","","Team pronto alle sfide","Motivazione Dealer","Allineamento Team","15 gg","Toyota","a0X0E000003dIN6UAM","","a4m0E000000DaDGQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000078","2019-10-31T21:00:00.000Z","","true","1.0","2.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmgQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-16T07:00:00.000Z","2020-02-20T07:00:00.000Z","2020-02-20T07:00:00.000Z","","","","","Come valuti la qualità della relazione con il personale del marchio (management e zone manager)?","false","","","Relazione con personale TMI","Business con TMI","Relazione con TMI","15 gg","Lexus","a0X0E000003dIN8UAM","","a4m0E000000DaDIQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000080","2019-10-31T21:00:00.000Z","","true","4.0","4.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmjQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-16T07:00:00.000Z","2020-02-20T07:00:00.000Z","2020-02-20T07:00:00.000Z","","","","","Come valuti le politiche del marchio di questo mese?","false","","","Politiche mese TMI","Business con TMI","Competitività campagne","15 gg","Lexus","a0X0E000003dIN9UAM","","a4m0E000000DaDJQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000081","2019-10-31T21:00:00.000Z","","true","5.0","5.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","More Results","Business Dashboard","a4r0E000000DGmkQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-16T07:00:00.000Z","2020-02-20T07:00:00.000Z","2020-02-20T07:00:00.000Z","","","","","Quanto sei soddisfatto del business sviluppato con il marchio in questo periodo?","false","","","Soddisfazione nel business con TMI","Business con TMI","Risultati","15 gg","Lexus","a0X0E000003dINAUA2","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000082","2019-10-31T21:00:00.000Z","","true","6.0","6.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmlQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T22:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-01T07:00:00.000Z","2020-02-22T07:00:00.000Z","2020-02-22T07:00:00.000Z","","","","","La formazione messa a disposizione dal marchio è utile per migliorare il tuo business?","false","","","Formazione: utilità","","Formazione","Trim.","Lexus","a0X0E000003dINBUA2","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000084","","","false","21.0","21.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Business Insight","a4r0E000000DGn0QAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-02-28T21:00:00.000Z","2020-02-28T21:00:00.000Z","2020-02-01T07:00:00.000Z","2020-02-22T07:00:00.000Z","2020-02-22T07:00:00.000Z","","","","","I Lead trasferiti dal marchio sono efficaci per generare nuovo business?","false","","","Lead TMI: qualità","","Gestione Lead","Mens.","Lexus","a0X0E000003dINCUA2","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000086","","","false","23.0","23.0","0050E000005VHptQAG","","","","3.0","a0W0E000004978VUAQ","More Results","More Results","a4r0E000000DGn2QAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-15T21:00:00.000Z","2020-04-15T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","","","","","Quanto ti senti appagato dal tuo lavoro di questo periodo?","false","","","Gratificazione lavorativa","Motivazione Dealer","Gratificazione lavorativa","15 gg","Lexus","a0X0E000003dINDUA2","","a4m0E000000DaDFQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000087","2019-12-15T21:00:00.000Z","","true","2.0","1.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmhQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-15T21:00:00.000Z","2020-04-15T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","","","","","Il tuo team è pronto ad affrontare le sfide di questo periodo?","false","","","Team pronto alle sfide","Motivazione Dealer","Allineamento Team","15 gg","Toyota","a0X0E000003dINEUA2","","a4m0E000000DaDGQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000088","2019-12-15T21:00:00.000Z","","true","1.0","2.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmgQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-15T21:00:00.000Z","2020-04-15T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","","","","","Quanto ti senti allineato verso le strategie del marchio?","false","","","Allineamento vs TMI","Motivazione Dealer","Ingaggio vs TMI","15 gg","Lexus","a0X0E000003dINFUA2","","a4m0E000000DaDFQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000089","2019-12-15T21:00:00.000Z","","true","3.0","3.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmiQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-15T21:00:00.000Z","2020-04-15T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","","","","","Come valuti la qualità della relazione con il personale del marchio (management e zone manager)?","false","","","Relazione con personale TMI","Business con TMI","Relazione con TMI","15 gg","Lexus","a0X0E000003dINGUA2","","a4m0E000000DaDIQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000090","2019-12-15T21:00:00.000Z","","true","4.0","4.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmjQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-15T21:00:00.000Z","2020-04-15T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","","","","","Come valuti le politiche del marchio di questo mese?","false","","","Politiche mese TMI","Business con TMI","Competitività campagne","15 gg","Lexus","a0X0E000003dINHUA2","","a4m0E000000DaDJQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000091","2019-12-15T21:00:00.000Z","","true","5.0","5.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","More Results","Business Dashboard","a4r0E000000DGmkQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-15T21:00:00.000Z","2020-04-15T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-01T07:00:00.000Z","","","","","Quanto sei soddisfatto del business sviluppato con il marchio in questo periodo?","false","","","Soddisfazione nel business con TMI","Business con TMI","Risultati","15 gg","Lexus","a0X0E000003dINIUA2","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000092","2019-12-15T21:00:00.000Z","","true","6.0","6.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmlQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-12T07:00:00.000Z","2020-04-12T07:00:00.000Z","","","","","Ritieni coerenti gli obiettivi di vendita del mese rispetto al tuo potenziale?","false","","","Obiettivi S: coerenza","","Obiettivi di vendita","Mens.","Lexus","a0X0E000003dINMUA2","","a4m0E000000DaDLQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000098","2019-12-31T21:00:00.000Z","","false","12.0","12.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmrQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-07T07:00:00.000Z","2020-04-07T07:00:00.000Z","","","","","Sei soddisfatto dell'organizzazione della tua azienda in questo periodo, in termini di persone e processi?","false","","","Organizzazione aziendale","","Organizzazione Dealer","Mens.","Lexus","a0X0E000003dINJUA2","","a4m0E000000DaDFQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000094","","","false","8.0","8.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Insight","a4r0E000000DGmnQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-25T07:00:00.000Z","2020-04-25T07:00:00.000Z","","","","","Il tuo team è pronto per interpretare al meglio la strategia del marchio di questo periodo a livello locale?","false","","","Strategia locale","","Allineamento strategico vs TMI","Mens.","Lexus","a0X0E000003dINKUA2","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000096","","","false","10.0","10.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Insight","a4r0E000000DGmpQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-25T07:00:00.000Z","2020-04-25T07:00:00.000Z","","","","","Quanta fiducia riponi verso il management TMI e le scelte strategiche per il futuro del brand?","false","","","Fiducia in TMI","","Fiducia nel Management TMI","Mens.","Lexus","a0X0E000003dINLUA2","","a4m0E000000DaLoQAK","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000097","2019-12-31T21:00:00.000Z","","false","11.0","11.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Insight","a4r0E000000DGmqQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-15T07:00:00.000Z","2020-04-15T07:00:00.000Z","","","","","Le iniziative di marketing del marchio nel post-vendita di questo periodo sono efficaci?","false","","","Campagne post-vendita: efficacia","","Campagne Marketing Post-Vendita","Mens.","Lexus","a0X0E000003dINPUA2","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000101","2019-12-31T21:00:00.000Z","","false","15.0","15.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmuQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-15T07:00:00.000Z","2020-04-15T07:00:00.000Z","","","","","Le campagne finanziarie del marchio di questo periodo sono efficaci?","false","","","Campagne TFS: efficacia","","Campagne TFS","Mens.","Lexus","a0X0E000003dINQUA2","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000102","2019-12-31T21:00:00.000Z","","false","16.0","16.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmvQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-12T07:00:00.000Z","2020-04-12T07:00:00.000Z","","","","","Ritieni coerenti gli obiettivi ricambi del mese rispetto al tuo potenziale?","false","","","Obiettivi A/S: coerenza","","Obiettivi post-vendita","Mens.","Lexus","a0X0E000003dINNUA2","","a4m0E000000DaDJQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000099","2019-12-31T21:00:00.000Z","","false","13.0","13.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmsQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-15T07:00:00.000Z","2020-04-15T07:00:00.000Z","","","","","L'offerta assicurativa del marchio di questo periodo è efficace?","false","","","Campagne TIM: efficacia","","Campagne TIM","Mens.","Lexus","a0X0E000003dINRUA2","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000103","2019-12-31T21:00:00.000Z","","false","17.0","17.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmwQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-18T07:00:00.000Z","2020-04-18T07:00:00.000Z","","","","","Come valuti il rapporto con l'area manager vendite del marchio?","false","","","ZM Sales: rapporto","","ZM Vendite","Mens.","Lexus","a0X0E000003dINSUA2","","a4m0E000000DaLuQAK","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000104","","","false","18.0","18.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Business Insight","a4r0E000000DGmxQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-18T07:00:00.000Z","2020-04-18T07:00:00.000Z","","","","","Come valuti il rapporto con l'area manager post-vendita del marchio?","false","","","ZM A/S: rapporto","","ZM Post-Vendita","Mens.","Lexus","a0X0E000003dINTUA2","","a4m0E000000DaLuQAK","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000105","","","false","19.0","19.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Business Insight","a4r0E000000DGmyQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
